timestamp;x;y
18,75;410.144937008014;445.257291698582
19;388.748254722754;441.794536027466
19,25;411.11343026437;410.813982893846
19,5;414.767206133983;406.253677915642
19,75;440.910798085407;377.275084857448
20;427.236527307111;372.464770767696
20,25;471.33264445361;362.909599117753
20,5;444.663434876724;362.472314938034
20,75;447.987210411295;341.83329529326
21;493.159231450391;372.849741509361
21,25;486.479781936126;358.595523828518
21,5;506.98631480563;366.656061920055
21,75;535.869140945705;381.93559305709
22;549.464026389208;363.082652400143
22,25;568.458331964437;373.064130162462
22,5;598.524987784119;360.979083816126
22,75;624.422219670003;373.412341275032
23;649.71682458376;367.027700546422
23,25;656.843644785756;365.406711473099
23,5;658.417625463835;363.780185408671
23,75;672.118511836854;375.667155915212
24;693.466851176026;364.306002327637
24,25;676.62632163403;368.600651508042
24,5;683.442180984834;391.749325253566
24,75;672.591231901767;393.408856095546
25;687.427901364638;395.003265949778
25,25;662.273922328431;387.987612583265
25,5;667.381458227118;391.533436196437
25,75;659.995464407266;380.032402345727
26;660.519101730986;381.551212555998
26,25;685.677181796955;400.997290969224
26,5;662.25208336459;386.202649308357
26,75;659.475224308176;399.316884717332
27;672.500989443659;380.386227026459
27,25;655.285418145716;393.051651079224
27,5;657.394200235121;390.647391415162
27,75;656.848570055786;409.697924236384
28;639.705978385539;407.099178366244
28,25;642.430305264708;414.798011140352
28,5;662.667281971304;401.988075568295
28,75;640.337061146467;407.566720965209
29;645.912601819082;408.041558183551
29,25;647.216109509944;435.044888008935
29,5;639.819549419698;428.183784011633
29,75;632.509718419063;424.982110767497
30;644.892585047132;415.702280489849
30,25;620.194809033495;410.195906513999
30,5;648.852828228568;426.524023874237
30,75;621.538707034333;416.704472251474
31;634.726477534179;393.351725408433
31,25;647.648492728503;411.821090748974
31,5;653.165427561256;372.74379424577
31,75;637.123753753289;389.451365283005
32;658.147185195301;389.764304256475
32,25;646.868537269836;384.475948776594
32,5;635.249413013918;374.945718272556
32,75;635.086519474131;388.113839649736
33;638.66740063932;384.387250183478
33,25;639.812071671314;390.735576920206
33,5;649.851248608455;389.378566062699
33,75;649.90681029384;400.156160281573
34;645.01683341199;391.637378692777
34,25;650.681794628177;386.396967928108
34,5;640.840449794021;409.532003594794
34,75;647.663437205862;411.906339958651
35;658.812398325543;410.540209394517
35,25;650.704431134386;385.775140140285
35,5;635.234929569272;405.327701606468
35,75;638.799487534833;388.430465750883
36;633.487704186441;407.502736658793
36,25;629.977539767283;407.309288793228
36,5;630.219454196456;410.113971490829
36,75;643.551783913934;415.572480013891
37;627.008772373311;382.999114475482
37,25;634.181707856014;400.453291567325
37,5;637.820626643863;412.521289205748
37,75;620.711613284229;398.205136305093
38;616.373850214655;399.136066437797
38,25;640.545686874904;391.86793807723
38,5;639.386334361969;411.509591408678
38,75;632.279955934878;405.49154992995
39;651.314281647067;415.987536499521
39,25;646.649171175933;397.113654253536
39,5;641.438253024631;400.870121128697
39,75;643.03708776724;411.940795496255
40;641.203825791541;416.189296669235
40,25;634.929633505594;409.342144527849
40,5;670.330323317623;424.104073867011
40,75;615.87251644755;422.037960100414
41;637.397409193144;440.506371332032
41,25;629.871577205263;432.718182934843
41,5;611.956091641922;442.2888587599
41,75;619.825251228723;435.924867657827
42;622.351844934263;435.919403979252
42,25;624.537186583048;436.470486560137
42,5;611.418827907859;486.613068969385
42,75;612.6088771652;478.000221626738
43;616.812564154251;493.902648669933
43,25;595.437666712376;486.462351620894
43,5;586.120565220189;479.426986728542
43,75;574.861632692183;491.259879361459
44;596.782881807081;497.944156108962
44,25;583.001747788888;493.215143721005
44,5;601.812852266226;534.338952063917
44,75;590.060758440571;521.78913910819
45;589.068816764189;539.516135229185
45,25;585.961901906336;538.896366005128
45,5;587.575584478734;534.346354228758
45,75;581.553877132193;550.733573976316
46;601.780756610522;537.62332764583
46,25;589.624115891526;515.634768463263
46,5;596.490493272613;523.31649739652
46,75;571.541017000163;521.14047056343
47;590.370619177369;503.01102429307
47,25;576.874822945888;502.556388141358
47,5;571.656105352404;500.29105536578
47,75;585.823054670844;481.341952252636
48;596.268719830213;480.203068786814
48,25;603.044575869834;480.500697102689
48,5;607.472244178212;471.659656201141
48,75;593.787349826484;453.072535443409
49;585.433577270867;464.154083406963
49,25;627.335633449595;428.613513386197
49,5;590.726182870017;444.914162327072
49,75;586.970273778686;451.057133798864
50;594.808978396182;448.949999354028
50,25;579.109371475315;445.594909174539
50,5;582.532520851148;428.018683689515
50,75;572.160324960939;449.035712331569
51;587.110884771068;432.857976291471
51,25;579.593968418926;437.752523062074
51,5;591.64472969809;448.181835004493
51,75;581.810752109938;429.855511288279
52;554.12538366783;443.683590112482
52,25;539.993586499001;425.476114805926
52,5;521.239896183142;450.748994368224
52,75;510.328310435597;439.376431704972
53;488.973890917283;415.964270089836
53,25;483.761779099158;435.275656692795
53,5;462.738264169803;447.140377723856
53,75;464.042671983498;393.495801383602
54;446.887907009286;413.55100241829
54,25;416.553058425511;408.984217689005
54,5;427.978068353496;424.678898405105
54,75;426.020932225892;430.494788863084
55;421.35960234601;424.972852962309
55,25;406.235435264533;423.285875732043
55,5;413.432557994165;425.26480391786
55,75;402.145167418724;409.970573501941
56;412.00065876288;411.42282029621
56,25;389.142399045777;428.363045675601
56,5;390.398940959734;414.899965562963
56,75;390.405681745663;436.448611388981
57;391.858882529654;432.260437083194
57,25;394.450143184131;414.43675558337
57,5;399.669597621388;430.890751914012
57,75;382.0002312531;437.415407240389
58;383.184010523887;435.833570534164
58,25;415.959781400904;429.831393402973
58,5;420.777975210973;447.472730987441
58,75;408.819522018855;467.922073934669
59;432.216875173436;438.580662655858
59,25;462.481814768222;442.459509361976
59,5;451.484032666413;455.267780698118
59,75;487.631687482854;432.059418712049
60;493.813273650733;427.453887459085
60,25;536.368555522244;439.483032245762
60,5;570.806939363632;415.472591217449
60,75;596.853568303722;430.005116322178
61;641.383066388849;431.703947702661
61,25;659.750289924294;452.563181647287
61,5;698.307434337909;441.167970505327
61,75;720.609806166961;438.525678092108
62;722.444581172265;442.670445008926
62,25;741.692627273434;446.781105717863
62,5;755.470201373499;468.857309007788
62,75;776.780484038051;458.174565289098
63;792.877395672463;457.544344255939
63,25;803.893977158376;479.227845135026
63,5;808.214544424455;481.759410040814
63,75;808.684686724335;490.907307252459
64;808.254569397981;478.801952153653
64,25;832.371882592838;472.81417172942
64,5;838.699696274341;489.096943929608
64,75;815.91684637755;490.15056186792
65;806.915407673396;493.331685153014
65,25;813.161077063616;492.283590695683
65,5;784.657400119174;502.187797620969
65,75;797.470533675316;500.769357883053
66;781.239835049737;499.347722990295
66,25;806.661462806982;495.849895230373
66,5;802.711409817885;474.17060334618
66,75;805.544067317495;506.826913242175
67;795.513658964311;500.590637320585
67,25;776.335060672009;489.118890057921
67,5;797.203424428516;511.218780032256
67,75;768.086625319426;497.052300223976
68;760.499247027057;478.496127147844
68,25;749.685385531944;466.280048366831
68,5;722.633216096208;471.119715736995
68,75;682.131345944042;470.104062419364
69;654.599271125336;485.304588374915
69,25;626.435158674269;476.220040997534
69,5;607.803857445599;482.464463637618
69,75;587.734619426686;447.485014326079
70;545.089808246958;446.346671737415
70,25;534.558671142299;430.519928502849
70,5;541.75702492444;407.735068511882
70,75;536.580003015816;382.156271619181
71;540.832977409711;388.910565336475
71,25;530.141497103974;381.95023536749
71,5;532.073941529041;355.822932501298
71,75;548.132625147379;341.953021171365
72;566.42590876006;313.360231341192
72,25;567.071616284251;323.827232207064
72,5;569.565273434766;326.612843453728
72,75;574.346212462097;315.020076516742
73;575.503074018141;306.858231911329
73,25;605.648139364479;297.113357984661
73,5;615.245406430603;305.997057268663
73,75;609.789582851441;289.078390830717
74;621.024397616217;285.854242504223
74,25;624.43714298318;282.822901823954
74,5;632.473783396826;295.207949322229
74,75;641.974007492755;292.255125371284
75;608.761491100433;311.774491171713
75,25;622.050173519602;298.451788630251
75,5;625.079793246514;309.142065911121
75,75;611.576041553834;277.129316932891
76;619.262732257706;292.54008827531
76,25;628.107066873024;286.283852580834
76,5;613.096707576915;303.887564670287
76,75;598.837397126304;299.904388813056
77;606.168573126611;322.920531816433
77,25;617.945795971819;314.547858830994
77,5;607.534656206372;313.281453373479
77,75;621.763435965153;302.83287423958
78;604.998948670506;291.023525024711
78,25;613.21122464281;340.790099703672
78,5;603.523654230581;354.812879696527
78,75;615.251290113267;375.742864764599
79;593.061587447051;419.632119866798
79,25;622.931218596812;396.172779487863
79,5;602.427449129108;443.900140346348
79,75;603.16145115953;449.803554667906
80;589.841149673626;477.1667757584
80,25;603.834179899764;512.865719750767
80,5;603.953861211854;537.257181642004
80,75;598.156510488188;536.924594644552
81;618.806524762776;545.58817059304
81,25;635.391897367017;577.234054868582
81,5;627.179203048528;571.424871541812
81,75;615.870945358581;580.947578068388
82;621.067651959861;584.458390559325
82,25;615.335317504735;590.519603611144
82,5;619.357349053923;608.144251367203
82,75;592.20252049521;599.897512082981
83;606.783071545116;606.531480530828
83,25;615.700899695934;610.103367081689
83,5;628.897361960283;616.751324706819
83,75;626.561807616001;614.108747407735
84;621.535080305373;618.636613161258
84,25;600.047891876598;624.910118736146
84,5;608.710953448529;603.946785753254
84,75;636.28657733788;641.984070223022
85;626.549967019851;638.165975303243
85,25;623.947635325604;636.225634301897
85,5;620.315912646563;640.462264038159
85,75;653.678718163462;626.19527854825
86;617.634132123253;618.186572626648
86,25;622.357673099625;629.507526261544
86,5;625.874556547038;629.209160059917
86,75;632.001838073257;615.666220746615
87;615.990501559547;595.751906834254
87,25;624.366971923995;572.39294940351
87,5;621.562677771127;585.735061062079
87,75;613.254359661411;567.588536260298
88;595.508423664203;558.632096420271
88,25;619.039617126427;533.708971114693
88,5;614.754806201931;513.230137266137
88,75;632.666628274866;517.080836213675
89;612.198962709343;511.32045514321
89,25;619.227308673514;498.003320966111
89,5;611.735254752568;514.556936271975
89,75;595.813846262431;520.69752872006
90;598.514158029617;531.252066909122
90,25;585.780205087584;543.664527491167
90,5;620.137800700182;543.11569666262
90,75;601.990035935293;561.75081385652
91;607.119197213003;568.611869904869
91,25;603.963653174799;567.595524331529
91,5;613.698885560884;569.207392990369
91,75;619.72489920137;594.624840467934
92;602.061899064629;590.611439946302
92,25;594.596455487056;565.454087030601
92,5;614.448715586793;581.866493728646
92,75;625.112283147911;567.850677796415
93;597.725293946066;565.777168539332
93,25;591.420602073655;558.834617641716
93,5;600.621001778935;546.593232549861
93,75;586.58628577142;571.542039057247
94;588.319317969531;539.235374245556
94,25;600.50182468514;555.097100572914
94,5;588.222532771297;558.701049932393
94,75;593.526103987954;543.581002136969
95;580.243604988509;571.199443043269
95,25;588.533734118063;570.643709775467
95,5;583.0152719832;568.843964598012
95,75;582.996744874221;570.789454863739
96;585.615358335815;573.42101046795
96,25;579.141200840053;579.399079782162
96,5;551.101314210276;551.630705818009
96,75;581.158199253718;573.950086300661
97;545.230280527839;559.450838580917
97,25;538.852187370144;576.598632207392
97,5;562.024572144593;593.247500370547
97,75;541.309737181616;599.977973367875
98;527.019134802204;583.299658262011
98,25;542.271779493857;596.395814929613
98,5;560.855336096113;579.628575619452
98,75;549.114804888074;591.077475332903
99;547.368681296932;606.382335813313
99,25;528.351775560409;573.853972539738
99,5;530.031400102551;610.054769147503
99,75;548.343694979633;601.829779192228
100;549.575479531267;580.309313605116
100,25;547.506228879335;612.55321002174
100,5;543.826625577315;599.345015371863
100,75;529.658611328548;602.320975164889
101;540.295688213145;596.328479076407
101,25;551.635165739779;591.337818843128
101,5;554.763242125675;605.03238906361
101,75;542.994045761688;582.445818453067
102;542.234371291775;576.638575535893
102,25;543.649862024116;591.930683910721
102,5;535.135771006615;591.836540129011
102,75;547.704336203192;583.083242835461
103;541.370345890879;594.815559866584
103,25;545.04207784521;600.370746764396
103,5;538.808191782597;602.999924494699
103,75;542.443566189741;607.239985377018
104;535.538936581591;591.805791128258
104,25;556.848350202808;588.574678501675
104,5;538.225620655082;590.077048861712
104,75;547.549614801034;587.902123634656
105;521.506200637036;592.036917069464
105,25;549.64293141346;601.623659205685
105,5;536.24914706346;592.939390970029
105,75;548.996937592507;593.022220666694
106;535.067232453442;578.975790089538
106,25;547.689906918211;584.53765473183
106,5;536.147402774484;614.096000960231
106,75;536.178862931497;588.718475131145
107;531.51265219465;570.601715503816
107,25;526.19908443165;589.518113483529
107,5;544.680846984619;579.928347125141
107,75;550.363143006682;585.689757151046
108;541.091476144648;597.781809345709
108,25;533.071015994132;607.326719638232
108,5;528.778818500042;605.466648229774
108,75;530.963423057984;575.435343627574
109;558.489432205145;611.410493190354
109,25;541.553237067194;577.246681596443
109,5;530.262305961841;611.50098143806
109,75;529.61769182469;584.82859027363
110;532.133173302477;589.207421871902
110,25;538.100644671689;618.785026353576
110,5;559.98787226358;599.589356946726
110,75;539.555851580594;612.032301773249
111;527.067336457593;595.846377249876
111,25;532.785529074716;617.306420036581
111,5;529.273797149393;594.925114578829
111,75;553.490795220059;589.949832280854
112;560.591317899678;571.15201984404
112,25;555.700124348005;605.716101435611
112,5;535.989590506255;599.242297795821
112,75;552.943448376185;589.919107950227
113;539.461906809478;610.491786626074
113,25;539.181824020039;609.849554933967
113,5;530.046475569355;583.659893787553
113,75;537.497808821132;590.45938243931
114;533.187494678005;579.99014912393
114,25;538.197627850546;602.617327248478
114,5;535.268121023299;590.676120443433
114,75;536.246720139667;596.85148440896
115;526.121077612999;588.863247022515
115,25;546.169347519819;602.000323722503
115,5;528.161136164353;595.448311296993
115,75;543.818275787391;595.359418405809
116;534.983622440123;605.824193874107
116,25;532.227962994886;590.702688363489
116,5;521.141087853001;569.609638215013
116,75;537.160058677318;604.280333352735
117;549.213742078293;597.072140051781
117,25;557.097759606965;598.57399143872
117,5;545.8763779135;598.644746452322
117,75;527.838038835989;601.261443545562
118;538.786470854029;605.301149145298
118,25;552.224075035421;593.863114744437
118,5;545.157036931493;586.704200191335
118,75;534.382398990974;605.385214725581
119;544.603747248158;587.642214812196
119,25;549.271181281674;583.495286857579
119,5;536.832677176527;602.368498925921
119,75;533.496513982284;604.251643199037
120;532.443343017614;588.156287498079
120,25;545.121723889581;604.155500882681
120,5;544.20124728138;596.683841659327
120,75;536.10908316217;611.889186277213
